district_id,cook_rating,pvi,already_committed,recommended_additional,recommended_total_party
MI-11,Likely D,6.989361726624355,0.0,0.0,0.0
MI-06,Safe D,10.536606251083619,0.0,0.0,0.0
MD-08,Safe D,29.458751280694372,0.0,0.0,0.0
MD-07,Safe D,30.226960116774826,0.0,0.0,0.0
MD-06,Toss-Up,1.142896202854865,0.0,0.0,0.0
FL-24,Safe D,26.86007770418651,0.0,0.0,0.0
CA-19,Safe D,18.97607047198322,0.0,0.0,0.0
CA-18,Safe D,22.530887217829346,0.0,0.0,0.0
CA-17,Safe D,24.68124762453286,0.0,0.0,0.0
CA-16,Safe D,26.442084135142792,0.0,0.0,0.0
CA-15,Safe D,28.539933135818373,0.0,0.0,0.0
FL-20,Safe D,26.10346106505017,0.0,0.0,0.0
MD-05,Safe D,13.90135693169312,0.0,0.0,0.0
MD-04,Safe D,40.07215890845792,0.0,0.0,0.0
MD-03,Safe D,8.507214711156301,0.0,0.0,0.0
MD-02,Likely D,6.588015915525597,0.0,0.0,0.0
MA-08,Safe D,14.729375410314466,0.0,0.0,0.0
MA-07,Safe D,35.552286282446815,0.0,0.0,0.0
MA-06,Safe D,10.243287841991489,0.0,0.0,0.0
MA-05,Safe D,22.981622359533727,0.0,0.0,0.0
TX-11,Safe R,-22.919337360625505,0.0,0.0,0.0
TX-01,Safe R,-25.594871709035786,0.0,0.0,0.0
CA-28,Safe D,16.169126222614,0.0,0.0,0.0
MA-04,Safe D,11.65184581520879,0.0,0.0,0.0
MA-03,Safe D,11.100187597102483,0.0,0.0,0.0
MA-02,Safe D,12.66908430464133,0.0,0.0,0.0
MA-01,Safe D,8.575942547188976,0.0,0.0,0.0
LA-02,Safe D,25.16643417438329,0.0,0.0,0.0
LA-01,Safe R,-22.944673490403893,0.0,0.0,0.0
KY-04,Safe R,-19.686205100289342,0.0,0.0,0.0
KY-03,Safe D,8.079431177631157,0.0,0.0,0.0
KS-03,Toss-Up,-2.001934384644852,0.0,0.0,0.0
IN-07,Safe D,18.607074845547505,0.0,0.0,0.0
IL-14,Likely D,3.54197654493737,0.0,0.0,0.0
IL-10,Safe D,11.04113176541972,0.0,0.0,0.0
TX-30,Safe D,27.154332784294745,0.0,0.0,0.0
TX-29,Safe D,20.482512838177314,0.0,0.0,0.0
TX-18,Safe D,24.071403016543012,0.0,0.0,0.0
TX-16,Safe D,18.43690817546573,0.0,0.0,0.0
TX-13,Safe R,-26.679313899188365,0.0,0.0,0.0
GA-14,Safe R,-22.307036948383235,0.0,0.0,0.0
GA-13,Safe D,27.507513349372736,0.0,0.0,0.0
GA-05,Safe D,31.892357754569606,0.0,0.0,0.0
GA-04,Safe D,26.368184394606217,0.0,0.0,0.0
IL-07,Safe D,36.705380273468435,0.0,0.0,0.0
IL-05,Safe D,18.68377102039282,0.0,0.0,0.0
IL-04,Safe D,23.590651459594714,0.0,0.0,0.0
IL-03,Safe D,20.7490927090049,0.0,0.0,0.0
IL-02,Safe D,19.498388941928752,0.0,0.0,0.0
HI-01,Safe D,14.514952454064334,0.0,0.0,0.0
WI-04,Safe D,24.931618077414967,0.0,0.0,0.0
WA-02,Safe D,9.080595379195262,0.0,0.0,0.0
WA-01,Safe D,13.178214590932551,0.0,0.0,0.0
VA-11,Safe D,17.903084074439196,0.0,0.0,0.0
VA-08,Safe D,26.392191262569703,0.0,0.0,0.0
VA-07,Lean D,0.6168037879000998,0.0,0.0,0.0
VA-04,Safe D,15.574281632020249,0.0,0.0,0.0
VA-03,Safe D,16.85842965665598,0.0,0.0,0.0
CA-12,Safe D,40.46856696126791,0.0,0.0,0.0
CA-10,Safe D,18.00449331076005,0.0,0.0,0.0
