district_id,cook_rating,predicted_dccc_share,predicted_dccc_dollars,model_optimal_dollars
MD-07,Safe D,2.3167188776457686e-05,9134.999347605597,0.0
MD-08,Safe D,0.00013427159974044962,52944.316544672816,0.0
ME-01,Safe D,0.0011770334372850804,464113.26749473735,161166.16192078474
ME-02,Likely R,0.010282116999122348,4054317.206342924,1104738.4617563356
MI-01,Safe R,0.0012202577482147933,481156.9431842485,282619.28622518
MI-02,Safe R,0.00048413115941134063,190896.61106712636,5283.123119008829
MI-03,Lean D,0.005089083202403739,2006664.3468244313,539115.6999264222
MI-04,Likely R,0.005680311676612612,2239790.246487848,5804351.154687625
MI-05,Safe R,0.0007666019603978572,302277.003726231,1136.5806627832644
MI-06,Safe D,0.0009972326917388774,393216.46127832495,0.0
MI-07,Lean R,0.01125635357683205,4438466.124352147,8319923.918795142
MI-08,Lean D,0.005080482234956251,2003272.9197169084,1610481.3914835344
MI-09,Safe R,0.0005313695865404734,209523.0834099879,9.094947017729282e-13
MI-10,Lean R,0.006898631783373773,2720183.1628587605,5470807.540721698
MI-11,Likely D,0.002729917949698883,1076427.4824253903,0.0
MI-12,Safe D,0.00030519740255579946,120341.66510833942,0.0
MI-13,Safe D,0.00014535678497519134,57315.289685374104,0.0
MN-01,Likely R,0.0032081551659752347,1265000.0667315458,4224706.194809899
MN-02,Lean D,0.005552934165226442,2189564.321597266,1055893.4839157944
MN-03,Likely D,0.0018297162618126782,721471.0865112501,128145.20260228275
MN-04,Safe D,0.0003788714247648268,149391.89434887873,0.0
MN-05,Safe D,0.00015233191767337497,60065.637742800885,0.0
MN-06,Safe R,0.002438519757376243,961526.9512281916,30641.746345970256
MN-07,Safe R,0.00025489796902497693,100508.21457955019,67748.47919109595
MN-08,Safe R,0.0027706221073688156,1092477.4424506447,561775.9985064387
MO-01,Safe D,0.00010650852415434032,41997.12395200247,0.0
MO-02,Likely R,0.0038206806559476754,1506523.5422503394,4214387.099658273
MO-03,Safe R,0.00043701340978658795,172317.72278525808,5384.273152096575
MO-04,Safe R,0.00012339276765494815,48654.71002561368,22070.09706232522
MO-05,Safe D,0.0010630309562697604,419161.2191582278,373451.2514078454
